284,いかり,ikari,怒り,anger;hatred,怒り…いかり
285,いかる,ikaru,怒る,to get angry;to be angry,怒る…いかる
286,いがい,igai,以外,with the exception of;excepting,以外…いがい
287,いがい,igai,意外,unexpected;surprising,意外…いがい
288,いがく,igaku,医学,medical science;medicine,医学…いがく
289,いがむ,igamu,歪む,to warp;to swerve;to deflect;to be crooked;to be distorted;to be bent;to incline;to slant;to be perverted;to be gross-grained;to get bent;to be strained,歪む…いがむ
290,いがむ,igamu,歪む,to warp;to swerve;to deflect;to be crooked;to be distorted;to be bent;to incline;to slant;to be perverted;to be gross-grained;to get bent;to be strained,歪む…いがむ
291,いき,iki,粋,chic;style;purity;essence,粋…いき
292,いき,iki,粋,chic;style;purity;essence,粋…いき
293,いき,iki,息,breath;tone,息…いき
294,いき,iki,行き,going,行き…いき
295,いきいき,ikiiki,生き生き,vividly;lively,生き生き…いきいき
296,いきおい,ikioi,勢い,force;vigor;energy;spirit;life;authority;influence;power;might;impetus;course (of events);tendency;necessarily,勢い…いきおい
297,いきがい,ikigai,域外,outside the area,域外…いきがい
298,いきごむ,ikigomu,意気込む,to be enthusiastic about,意気込む…いきごむ
299,いきさつ,ikisatsu,経緯,1.  details;whole story;sequence of events;particulars;how it started;how things got this way; 2.  complications;position,経緯…いきさつ
300,いきちがい,ikichigai,行き違い,misunderstanding;estrangement;disagreement;crossing without meeting;going astray,行き違い…いきちがい
301,いきなり,ikinari,行き成り,suddenly,行き成り…いきなり
302,いきもの,ikimono,生き物,living thing;animal,生き物…いきもの
303,いきる,ikiru,生きる,to live;to exist,生きる…いきる
304,いぎ,igi,異議,objection;dissent;protest,異議…いぎ
305,いぎ,igi,意義,meaning;significance,意義…いぎ
306,いく,iku,,to come;to orgasm,…いく
307,いく,iku,行く,to go,行く…いく
308,いくさ,ikusa,軍,war;battle;campaign;fight,軍…いくさ
309,いくさ,ikusa,戦,war;battle;campaign;fight,戦…いくさ
310,いくじ,ikuji,育児,childcare;nursing;upbringing,育児…いくじ
311,いくせい,ikusei,育成,rearing;training;nurture;cultivation;promotion,育成…いくせい
312,いくた,ikuta,幾多,many;numerous,幾多…いくた
313,いくつ,ikutsu,幾つ,how many?;how old?,幾つ…いくつ
314,いくぶん,ikubun,幾分,somewhat,幾分…いくぶん
315,いくら,ikura,幾ら,how much?;how many?,幾ら…いくら
316,いけ,ike,池,pond,池…いけ
317,いけない,ikenai,,must not do;bad;wrong;not good,…いけない
318,いけばな,ikebana,生け花,1.  flower arrangement,生け花…いけばな
319,いける,ikeru,活ける,to arrange (flowers),活ける…いける
320,いけん,iken,異見,different opinion;objection,異見…いけん
321,いけん,iken,意見,opinion;view,意見…いけん
322,いこう,ikou,意向,intention;idea;inclination,意向…いこう
323,いこう,ikou,移行,switching over to,移行…いこう
324,いこう,ikou,以降,on and after;hereafter;thereafter,以降…いこう
325,いご,igo,以後,after this;from now on;hereafter;thereafter,以後…いご
326,いさましい,isamashii,勇ましい,brave;valiant;gallant;courageous,勇ましい…いさましい
327,いざ,iza,,now;come (now);well;crucial moment,…いざ
328,いし,ishi,石,stone,石…いし
329,いし,ishi,医師,doctor;physician,医師…いし
330,いし,ishi,意思,intention;purpose,意思…いし
331,いし,ishi,意志,will;volition,意志…いし
332,いしき,ishiki,意識,consciousness;senses,意識…いしき
333,いしぶみ,ishibumi,碑,stone monument bearing an inscription,碑…いしぶみ
334,いしゃ,isha,医者,doctor (medical),医者…いしゃ
335,いしょう,ishou,衣装,clothing;costume;outfit;garment;dress,衣装…いしょう
336,いしょくじゅう,ishokujyuu,衣食住,necessities of life (food  clothing  etc.),衣食住…いしょくじゅう
337,いじ,iji,意地,disposition;spirit;willpower;obstinacy;backbone;appetite,意地…いじ
338,いじ,iji,維持,maintenance;preservation,維持…いじ
339,いじめる,ijimeru,苛める,to tease;to torment;to persecute;to chastise,苛める…いじめる
340,いじゅう,ijyuu,移住,migration;immigration,移住…いじゅう
341,いじょう,ijyou,以上,more than;exceeding;greater than;this is all;over;above;and up;beyond;the above-mentioned;since;as long as;the end,以上…いじょう
342,いじょう,ijyou,異常,strangeness;abnormality;disorder,異常…いじょう
343,いじる,ijiru,弄る,to touch;to tamper with,弄る…いじる
344,いじわる,ijiwaru,意地悪,malicious;ill-tempered;unkind,意地悪…いじわる
345,いす,isu,椅子,chair,椅子…いす
346,いずみ,izumi,泉,spring;fountain,泉…いずみ
347,いずれ,izure,何れ,where;which;who;anyway;anyhow;at any rate,何れ…いずれ
348,いせい,isei,異性,the opposite sex,異性…いせい
349,いせき,iseki,遺跡,historic ruins (remains  relics),遺跡…いせき
350,いぜん,izen,依然,still;as yet,依然…いぜん
351,いぜん,izen,以前,ago;since;before;previous,以前…いぜん
352,いそがしい,isogashii,忙しい,busy;irritated,忙しい…いそがしい
353,いそぐ,isogu,急ぐ,to hurry;to rush,急ぐ…いそぐ
354,いそん,ison,依存,dependence;dependent;reliance,依存…いそん
355,いた,ita,板,board;plank,板…いた
356,いたい,itai,痛い,painful,痛い…いたい
357,いたく,itaku,委託,consign (goods (for sale) to a firm);entrust (person with something);commit,委託…いたく
358,いたす,itasu,致す,to do,致す…いたす
359,いたずら,itazura,悪戯,tease;prank;trick;practical joke;mischief,悪戯…いたずら
360,いただき,itadaki,頂,(top of) head;summit;spire,頂…いただき
361,いただきます,itadakimasu,戴きます,expression of gratitude before meals,戴きます…いただきます
362,いただく,itadaku,頂く,to receive;to take food or drink (hum);to be crowned with;to wear;to live under (a ruler);to install (a president);to accept;to buy;to take,頂く…いただく
363,いたって,itate,至って,very much;exceedingly;extremely,至って…いたって
364,いたみ,itami,痛み,pain;ache;sore;grief;distress,痛み…いたみ
365,いたむ,itamu,痛む,to hurt;to feel a pain;to be injured,痛む…いたむ
366,いためる,itameru,痛める,to hurt;to injure;to cause pain;to worry;to bother;to afflict;to be grieved over,痛める…いためる
367,いためる,itameru,炒める,to stir-fry,炒める…いためる
368,いたる,itaru,至る,to come;to arrive,至る…いたる
369,いたわる,itawaru,労る,to pity;to sympathize with;to console;to care for;to be kind to,労る…いたわる
370,いだい,idai,偉大,greatness,偉大…いだい
371,いだく,idaku,抱く,to embrace;to hug;to harbour;to entertain;`to sleep with',抱く…いだく
372,いだく,idaku,抱く,to embrace;to hug;to harbour;to entertain;`to sleep with',抱く…いだく
373,いち,ichi,市,market;fair,市…いち
374,いち,ichi,一,(num) one,一…いち
375,いち,ichi,位地,place;situation;position;location,位地…いち
376,いち,ichi,位置,place;situation;position;location,位置…いち
377,いち,ichi,市,market;fair,市…いち
378,いち,ichi,一,(num) one,一…いち
379,いちいち,ichiichi,一々,one by one;separately,一々…いちいち
380,いちおう,ichiou,一応,once;tentatively;in outline;for the time being,一応…いちおう
381,いちがいに,ichigaini,一概に,unconditionally;as a rule,一概に…いちがいに
382,いちげん,ichigen,一見,unfamiliar;never before met,一見…いちげん
383,いちげん,ichigen,一言,single word,一言…いちげん
384,いちじ,ichiji,一時,one hour;short time;once;a time;temporarily;at one time;twelfth part of a day,一時…いちじ
385,いちじつ,ichijitsu,一日,1.  one day; 2.  first of month,一日…いちじつ
386,いちじょう,ichijyou,一定,fixed;settled;definite;uniform;regularized;defined;standardized;certain;prescribed,一定…いちじょう
387,いちじるしい,ichijirushii,著しい,remarkable;considerable,著しい…いちじるしい
388,いちだんと,ichidanto,一段と,greater;more;further;still more,一段と…いちだんと
389,いちど,ichido,一度,once;one time;on one occasion,一度…いちど
390,いちどう,ichidou,一同,all present;all concerned;all of us,一同…いちどう
391,いちどに,ichidoni,一度に,all at once,一度に…いちどに
392,いちにん,ichinin,一人,one person,一人…いちにん
393,いちば,ichiba,市場,(town) market;marketplace;market,市場…いちば
394,いちば,ichiba,市場,(town) market;marketplace;market,市場…いちば
